pr_id,sha,commit_author_type,added_lines,removed_lines,modified_lines
2799104941,0a08c683f3e200d53d3243f1313ea8da7cd051b1,Agent,1.0,0.0,1.0
2799104941,120dfedbc83c0f44bc01147ee48875e105285f00,Agent,45.0,3.0,48.0
2799104941,2573b9c291084640b14e5efdfcd73f2253f43373,Agent,11.0,3.0,14.0
2799104941,2e967894b9eab89f847fec41512949f11fe4518e,Agent,4.0,0.0,4.0
2799104941,46c214c935e644bfc576e7cb7313255e3903cda4,Agent,30.0,2.0,32.0
2799104941,5dd75bc76015a80ff222462ce60331f3f6dd1b1f,Agent,3.0,2.0,5.0
2799104941,643c439e6acd43fb496a7f48313e9eb83d06ef1c,Agent,14.0,5.0,19.0
2799104941,65f9b4efce5835eaa6d3ee983dfcc3ffd055ab8a,Agent,71.0,9.0,80.0
2799104941,6c31b3d0d7d05cbafc6c76584f1fe72d301a36cc,Agent,122.0,45.0,167.0
2799104941,7dc5cb5a1e7c29480f2033b43477af791f288e7d,Agent,31.0,31.0,62.0
2799104941,8c57de2be0b86c3cecd31704b915ee35db38cff8,Agent,5.0,4.0,9.0
2799104941,8d0ab490a3a7a8376046dbdc6947f02a79755e25,Agent,30.0,2.0,32.0
2799104941,9a51084c1e0a7d01d31e83c96c9c26175711de0b,Agent,45.0,3.0,48.0
2799104941,a5cc630b386d32475cf40f1b7268339c22a4caa1,Human,722.0,0.0,722.0
2799104941,b01b839a047ccea9a221b3b898097b2999b3e9ad,Agent,71.0,9.0,80.0
2799104941,b9b7d3059a4af5bc6f1ef05a8794cffca3d6cebf,Agent,61.0,35.0,96.0
2799104941,d60b76f8ef2f7920f3171d10aa28ca03cfeee9b1,Agent,21.0,11.0,32.0
2799104941,e6bd52cdb277a6c586365389ad2ee4badad75122,Agent,14.0,5.0,19.0
2799104941,f3859d210e08b8543709e22e102b236656e54fa5,Agent,9.0,9.0,18.0
2799104941,f5273e0ae49bcd15610696d60a163458cd493605,Agent,61.0,35.0,96.0
2799104941,fd30a32fa8a80a30816b4752ce99b68536b1d273,Agent,46.0,17.0,63.0
2799104941,fef1cbc5e8e4dac8ae955a07ce2b1339500e3642,Agent,46.0,17.0,63.0
2800769710,0f44c6b7a840a0c568d7e8be666b07c6a96875f7,Human,72.0,28.0,100.0
2800769710,557a5f94abf4e67bacbbcf8950fd3247187b6378,Agent,260.0,30.0,290.0
2800769710,69cc6f348d431b9e604269657920814659b2c0c2,Human,1.0,1.0,2.0
2802381070,1b50625c70fe51cd921e91b671a077fc33f42490,Agent,133.0,10.0,143.0
2802381070,6c683bb5a45b9f3b3183e6c1c9086ee4d3ee4b36,Human,24.0,16.0,40.0
2802436731,95f5770c66210989664ca2743f4b6e8cf4179a2f,Agent,20.0,13.0,33.0
2802436731,b00ab3232ad7a462a25bdc923a065e6ca2919f4b,Agent,1493.0,6.0,1499.0
2802436731,c2f2bea92d6fde5fa9ad9b00144219a1e71157cd,Agent,7.0,15.0,22.0
2802436731,f9cb6486162b2c8b92b9939d3f14450bdba1cbcd,Human,0.0,2.0,2.0
2812399095,01cda23c3d4dfc67687c97518cffa24886bd9158,Human,151.0,62.0,213.0
2812399095,0af459cc5e9c1e2d7a7d12a70bf0b100170ac56e,Human,5.0,5.0,10.0
2812399095,0d63d7afaeff790009499a43d9d3b7cacc0acecf,Human,9.0,163.0,172.0
2812399095,0dda62e9f45c1357bb3babd95a61fc76af8345c7,Agent,105.0,6.0,111.0
2812399095,1133ffd49aab343c34d3e084c2ab80e07e26df20,Agent,11.0,102.0,113.0
2812399095,1b352bb5808553248b722922b6e948df006be08d,Human,154.0,11.0,165.0
2812399095,1d969160947e89269c4f79d3fb4732403c22fe5f,Human,198.0,173.0,371.0
2812399095,1ebff11e0140479aa04c26d6d36fb85ababaaa14,Human,0.0,6.0,6.0
2812399095,213db55dd9a5dde455f6592c2df4ab27fb48abd1,Human,183.0,1.0,184.0
2812399095,235a0ed4cb19cdce34dd53ddc5cc9890833df212,Human,42.0,12.0,54.0
2812399095,2dbf810aa899136055927f908dbf4340390bdf7e,Human,12.0,12.0,24.0
2812399095,3ab237de2b525b83834841dc6360da40ed16ccac,Human,347.0,45.0,392.0
2812399095,4caaa7411a4b187bcb7de8681f82a972027004a1,Human,16.0,4.0,20.0
2812399095,54332e4f490c190f84b69c1991e51f68603244b0,Agent,76.0,152.0,228.0
2812399095,61f7c2290d025ef12efc809d9e916d595d692c39,Agent,3.0,7.0,10.0
