pr_id,sha,commit_author_type,added_files,modified_files,removed_files,renamed
2765877627,6492d95cdaae2bb1847971dfe2557f241c052f5c,Agent,0.0,2.0,0.0,0.0
2765877627,b864e0d98177970c20b374a9c929ac9ffc7b93d3,Agent,0.0,1.0,0.0,0.0
2766353261,23eda544c53cbd0261a16b6bfaff16db6c5498c1,Agent,0.0,3.0,0.0,0.0
2766353261,d271924b212b160d4e825d69a6164962b3d318f5,Agent,0.0,8.0,0.0,0.0
2766783930,0d98ffae4ea18497d806e6759f60019d8be689f3,Agent,0.0,1.0,0.0,0.0
2766783930,248535105595fd0269f1366db938e65e674fb6dc,Agent,0.0,1.0,0.0,0.0
2766783930,35ea0a747be995feb49d1503ee607cc3c407896c,Agent,0.0,1.0,0.0,0.0
2766783930,4baa4af9c962f857ee3389d6f23c1be8f3b576b1,Agent,0.0,1.0,0.0,0.0
2766783930,6c3623ff138e532563ff1e1294a1d9041d31e817,Agent,0.0,1.0,0.0,0.0
2766783930,757e9e792567b5cb9979f812bb82b83c0dc2cdc5,Agent,0.0,1.0,0.0,0.0
2766783930,76d11517faad830effda7a1a3335d64b03f81b97,Agent,0.0,1.0,0.0,0.0
2766783930,776a266b1931c6c739980b0da3408f604ad060b3,Agent,0.0,1.0,0.0,0.0
2766783930,8ddb83c2cad6bb8c5f549df426eb4f817ab5a552,Agent,0.0,2.0,0.0,0.0
2766783930,a52db024b2be1ba43a4d81b3e47a05515f4e3bc6,Agent,1.0,1.0,0.0,0.0
2767408688,642c4d918fbe7a4218cecf7ae15fe059c32f5942,Agent,1.0,0.0,0.0,0.0
2767408688,9f7013dfdad67ea8cd248f616d955be060cfa873,Agent,25.0,0.0,0.0,0.0
2767796873,19bda64e9017e4e7ef3ff1d16ee0553c3869907a,Agent,0.0,12.0,0.0,0.0
2767796873,363674cf560db33f1ae417d6d23e7875edb3decb,Agent,0.0,3.0,0.0,0.0
2767796873,3bc2c91c7c5638f57856090979118ecdbbd827d9,Human,0.0,11.0,0.0,0.0
2767796873,43dfe7d578835dd9bee0f654bcacf21597e40c9b,Agent,0.0,3.0,0.0,0.0
2767796873,4fb6cb0fe0f314d2aa9bb6d557c567b29ad8831d,Human,0.0,2.0,0.0,0.0
2767796873,5ce666c497e1f51a69e4ea8031440fbb9f7870d1,Human,0.0,25.0,0.0,0.0
2767796873,67ea6ee8e1ff2f35d90aa4a3683f73d54af1b903,Human,0.0,1.0,0.0,0.0
2767796873,7ab269017b478f06404e9d68d3313d020581682a,Agent,2.0,14.0,0.0,0.0
2767796873,82664a89b49ce49a668c51e703a78f21b445f703,Agent,0.0,1.0,0.0,0.0
2767796873,bb93da0acfdcfabef9c6a3a240bf34e5306c2ce4,Human,0.0,2.0,0.0,0.0
2767796873,ca39894093c28cf7472408bbc488fdb989efeafc,Human,0.0,2.0,0.0,0.0
2767796873,ce09db175ce34e96243d12875f60210f6b88dccb,Human,0.0,18.0,0.0,0.0
2767796873,ceb4075a8da1913ba5819bada622d511dd56bf93,Agent,0.0,5.0,0.0,0.0
